462 		The Staple Singers 	Respect Yourself 	3:34 	109.9 	1990 	TBD 	DTRANDOM_001-07 	(details...)
463 		The Beatles 	Rain 	3:02 	105.5 	1988 	TBD 	DTRANDOM_003-01 	(details...)
464 		Four Tops 	Standing in the Shadows of Love 	2:39 	114.0 	1992 	TBD 	DTRANDOM_001-16 	(details...)
465 		Cheap Trick 	Surrender 	4:12 	134.7 	1978 	Rock 1980s 	CHPTRICK_GH1-09 	(details...)
466 		Del Shannon 	Runaway 	2:18 	152.1 	1961 	Rock 1960s 	POWERTRK_014-08 	(details...)
467 		Guns N' Roses 	Welcome to the Jungle 	4:32 	124.0 	1988 	Rock 1980s 	POWERTRK_067-09 	(details...)
468 		The Stooges 	Search And Destroy 	3:29 	107.4 	1973 	TBD 	DTRANDOM_007-07 	(details...)
469 		Carole King 	It's Too Late 	3:54 	103.5 	1971 	Slow 	POWERTRK_035-10 	(details...)
470 		Joni Mitchell 	Free Man in Paris 	3:03 	162.5 	1974 	TBD 	DTRANDOM_006-11 	(details...)
471 		Willie Nelson 	On the Road Again 	2:33 	110.5 	1980 	Country 	POWERTRK_024-14 	(details...)
472 		The Supremes 	Where Did Our Love Go 	2:32 	135.8 	1964 	Dance 1960s 	POWERTRK_025-06 	(details...)
473 		Aretha Franklin 	Do Right Woman - Do Right Man 	3:13 	131.4 	2002 	TBD 	DTRANDOM_002-05 	(details...)
474 		Funkadelic 	One Nation Under a Groove 	7:28 	122.4 	1978 	TBD 	DTRANDOM_002-09 	(details...)
475 		Beastie Boys 	Sabotage 	2:59 	84.0 	1994 	Rock 1990s 	POWERTRK_050-09 	(details...)
476 		Foreigner 	I Want to Know What Love Is 	5:00 	161.3 	1984 	Slow 	POWERTRK_028-10 	(details...)
477 		Rick James 	Super Freak 	3:25 	132.8 	1981 	Dance 1980s 	POWERTRK_006-05 	(details...)
478 		Jefferson Airplane 	White Rabbit 	2:32 	105.5 	1967 	Rock 1960s 	POWERTRK_034-12 	(details...)
479 		LaBelle 	Lady Marmalade 	3:16 	117.4 	1975 	Disco 	POWERTRK_003-01 	(details...)
480 		Van Morrison 	Into the Mystic 	3:27 	85.2 	1970 	Slow 	POWERTRK_130-10 	(details...)
481 		David Bowie 	Young Americans 	5:11 	85.0 	1975 	Rock 1970s 	POWERTRK_037-09 	(details...)
482 		Alice Cooper 	I'm Eighteen 	2:57 	97.9 	1971 	TBD 	DTRANDOM_001-01 	(details...)
483 		The Cure 	Just Like Heaven 	3:31 	151.7 	1987 	Rock 1980s 	POWERTRK_098-07 	(details...)
484 		Joan Jett & The Blackhearts 	I Love Rock 'N Roll 	2:55 	94.7 	1982 	Rock 1980s 	POWERTRK_018-13 	(details...)
485 		Paul Simon 	Graceland 	4:51 	117.9 	1986 	TBD 	DTRANDOM_007-04 	(details...)
486 		The Smiths 	How Soon Is Now? 	6:46 	95.4 	1984 	Rock 1980s 	POWERTRK_045-06 	(details...)
487 		The Drifters 	Under the Boardwalk 	2:40 	124.5 	1964 	Slow 	POWERTRK_038-01 	(details...)
488 		Fleetwood Mac 	Rhiannon 	4:11 	129.1 	1975 	Rock 1980s 	FLEETMAC_GH1-01 	(details...)
489 		Gloria Gaynor 	I Will Survive 	3:17 	117.1 	1979 	Disco 	POWERTRK_001-01 	(details...)
490 		The Rolling Stones 	Brown Sugar 	3:46 	128.3 	1971 	Rock 1970s 	ESSENTLS_011-09 	(details...)
491 		Dusty Springfield 	You Don't Have to Say You Love Me 	2:47 	111.9 	1966 	TBD 	HOTSTUFF_014-02 	(details...)
492 		Jackson Browne 	Running on Empty 	4:47 	136.5 	1996 	Rock 1990s 	POWERTRK_129-11 	(details...)
493 		The Crystals 	Then He Kissed Me 	2:28 	134.6 	1963 	Rock 1960s 	POWERTRK_032-16 	(details...)
494 		The Eagles 	Desperado 	3:32 	121.9 	1972 	Slow 	POWERTRK_007-06 	(details...)
495 		Smokey Robinson and The Miracles 	Shop Around 	2:44 	135.5 	1983 	Rock 1970s 	MOTOWN___G1B-02 	(details...)
496 		The Rolling Stones 	Miss You 	4:48 	110.3 	1978 	TBD 	HOTSTUFF_023-12 	(details...)
497 		Weezer 	Buddy Holly 	2:40 	121.2 	1994 	Rock 1990s 	POWERTRK_062-14 	(details...)
498 		Brook Benton 	Rainy Night in Georgia 	3:59 	137.3 	1970 	Slow 	POWERTRK_083-18 	(details...)
499 		Thin Lizzy 	The Boys Are Back in Town 	4:28 	120.6 	1976 	Rock 1970s 	POWERTRK_057-09 	(details...)
500 		Boston 	More Than a Feeling 	4:45 	109.0 	1976 	Rock 1970s 	POWERTRK_023-03 	(details...)
